"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"09","61903","0930107",,2015,206,"B",12,10,1,13,"1",12,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930107",,2015,221,"B",12,10,0,11,"1",12,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930107",,2015,221,"B",12,10,0,11,"2",12,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930107",,2015,221,"B",12,10,0,13,"2",12,0,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930107",,2015,221,"B",12,10,0,13,"1",12,0,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,1,"B",526,478,478,11,"2",232,200,"2530.1","7","13","19","22","59",199,"15","29","56","9","38","53","9","54","38","0","0","0"
"09","61903","0937805",,2015,1,"B",526,478,478,11,"1",232,202,"2558.9","17","26","43","27","30",199,"25","48","27","21","42","37","15","56","29","20","59","22"
"09","61903","0937805",,2015,1,"B",526,478,478,13,"1",232,202,"","17","26","43","27","30",199,"25","48","27","21","42","37","15","56","29","20","59","22"
"09","61903","0937805",,2015,1,"B",526,478,478,13,"2",232,200,"","7","13","19","22","59",199,"15","29","56","9","38","53","9","54","38","0","0","0"
"09","61903","0937805",,2015,3,"B",526,478,266,11,"2",232,110,"2520.3","5","11","16","25","59",110,"12","29","59","8","41","51","7","51","42","0","0","0"
"09","61903","0937805",,2015,3,"B",526,478,266,11,"1",232,112,"2538.3","13","25","38","25","37",111,"20","49","32","14","41","45","15","50","35","14","61","24"
"09","61903","0937805",,2015,3,"B",526,478,266,13,"1",232,112,"","13","25","38","25","37",111,"20","49","32","14","41","45","15","50","35","14","61","24"
"09","61903","0937805",,2015,3,"B",526,478,266,13,"2",232,110,"","5","11","16","25","59",110,"12","29","59","8","41","51","7","51","42","0","0","0"
"09","61903","0937805",,2015,4,"B",526,478,212,11,"2",232,90,"2542.3","8","15","22","18","60",89,"18","29","53","10","34","56","10","57","33","0","0","0"
"09","61903","0937805",,2015,4,"B",526,478,212,11,"1",232,90,"2584.9","23","27","50","28","22",88,"32","47","22","31","43","26","14","65","22","26","56","18"
"09","61903","0937805",,2015,4,"B",526,478,212,13,"1",232,90,"","23","27","50","28","22",88,"32","47","22","31","43","26","14","65","22","26","56","18"
"09","61903","0937805",,2015,4,"B",526,478,212,13,"2",232,90,"","8","15","22","18","60",89,"18","29","53","10","34","56","10","57","33","0","0","0"
"09","61903","0937805",,2015,6,"B",526,478,377,11,"1",232,164,"2582.6","21","32","53","25","22",161,"31","50","19","26","45","29","18","61","21","24","60","16"
"09","61903","0937805",,2015,6,"B",526,478,377,11,"2",232,162,"2550.8","8","15","23","26","51",161,"17","32","50","11","42","47","11","57","32","0","0","0"
"09","61903","0937805",,2015,6,"B",526,478,377,13,"2",232,162,"","8","15","23","26","51",161,"17","32","50","11","42","47","11","57","32","0","0","0"
"09","61903","0937805",,2015,6,"B",526,478,377,13,"1",232,164,"","21","32","53","25","22",161,"31","50","19","26","45","29","18","61","21","24","60","16"
"09","61903","0937805",,2015,7,"B",526,478,25,11,"1",232,11,"2590.0","18","36","55","18","27",11,"36","36","27","27","45","27","18","73","9","27","64","9"
"09","61903","0937805",,2015,7,"B",526,478,25,11,"2",232,11,"2524.5","0","9","9","36","55",11,"0","36","64","0","45","55","0","82","18","0","0","0"
"09","61903","0937805",,2015,7,"B",526,478,25,13,"2",232,11,"","0","9","9","36","55",11,"0","36","64","0","45","55","0","82","18","0","0","0"
"09","61903","0937805",,2015,7,"B",526,478,25,13,"1",232,11,"","18","36","55","18","27",11,"36","36","27","27","45","27","18","73","9","27","64","9"
"09","61903","0937805",,2015,8,"B",526,478,52,11,"2",232,29,"2551.2","3","14","17","28","55",29,"14","34","52","7","41","52","0","62","38","0","0","0"
"09","61903","0937805",,2015,8,"B",526,478,52,11,"1",232,30,"2586.7","10","48","59","31","10",29,"24","69","7","24","59","17","7","69","24","14","79","7"
"09","61903","0937805",,2015,8,"B",526,478,52,13,"1",232,30,"","10","48","59","31","10",29,"24","69","7","24","59","17","7","69","24","14","79","7"
"09","61903","0937805",,2015,8,"B",526,478,52,13,"2",232,29,"","3","14","17","28","55",29,"14","34","52","7","41","52","0","62","38","0","0","0"
"09","61903","0937805",,2015,31,"B",526,478,265,11,"2",232,112,"2508.2","3","9","12","21","68",111,"10","25","65","5","39","57","5","50","46","0","0","0"
"09","61903","0937805",,2015,31,"B",526,478,265,11,"1",232,113,"2540.6","11","29","40","23","37",110,"17","49","34","16","44","40","10","55","35","15","59","26"
"09","61903","0937805",,2015,31,"B",526,478,265,13,"1",232,113,"","11","29","40","23","37",110,"17","49","34","16","44","40","10","55","35","15","59","26"
"09","61903","0937805",,2015,31,"B",526,478,265,13,"2",232,112,"","3","9","12","21","68",111,"10","25","65","5","39","57","5","50","46","0","0","0"
"09","61903","0937805",,2015,74,"B",526,478,8,11,"2",232,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,74,"B",526,478,8,11,"1",232,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,74,"B",526,478,8,13,"1",232,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,74,"B",526,478,8,13,"2",232,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,75,"B",526,478,3,11,"2",232,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,75,"B",526,478,3,11,"1",232,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,75,"B",526,478,3,13,"1",232,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,75,"B",526,478,3,13,"2",232,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,76,"B",526,478,8,11,"2",232,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,76,"B",526,478,8,11,"1",232,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,76,"B",526,478,8,13,"1",232,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,76,"B",526,478,8,13,"2",232,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,77,"B",526,478,28,11,"1",232,12,"2578.0","25","17","42","42","17",12,"25","50","25","33","50","17","8","67","25","25","58","17"
"09","61903","0937805",,2015,77,"B",526,478,28,11,"2",232,12,"2570.4","8","25","33","8","58",12,"33","17","50","17","33","50","8","83","8","0","0","0"
"09","61903","0937805",,2015,77,"B",526,478,28,13,"2",232,12,"","8","25","33","8","58",12,"33","17","50","17","33","50","8","83","8","0","0","0"
"09","61903","0937805",,2015,77,"B",526,478,28,13,"1",232,12,"","25","17","42","42","17",12,"25","50","25","33","50","17","8","67","25","25","58","17"
"09","61903","0937805",,2015,78,"B",526,478,174,11,"2",232,75,"2478.0","1","4","5","16","79",75,"3","28","69","1","31","68","0","45","55","0","0","0"
"09","61903","0937805",,2015,78,"B",526,478,174,11,"1",232,76,"2513.8","4","23","27","28","45",75,"11","49","40","11","39","51","4","53","43","7","65","28"
"09","61903","0937805",,2015,78,"B",526,478,174,13,"1",232,76,"","4","23","27","28","45",75,"11","49","40","11","39","51","4","53","43","7","65","28"
"09","61903","0937805",,2015,78,"B",526,478,174,13,"2",232,75,"","1","4","5","16","79",75,"3","28","69","1","31","68","0","45","55","0","0","0"
"09","61903","0937805",,2015,80,"B",526,478,249,11,"1",232,103,"2590.1","27","28","54","25","21",101,"35","48","18","27","45","29","23","57","20","29","54","17"
"09","61903","0937805",,2015,80,"B",526,478,249,11,"2",232,103,"2563.4","11","18","28","25","46",102,"22","31","47","14","43","43","16","54","30","0","0","0"
"09","61903","0937805",,2015,80,"B",526,478,249,13,"2",232,103,"","11","18","28","25","46",102,"22","31","47","14","43","43","16","54","30","0","0","0"
"09","61903","0937805",,2015,80,"B",526,478,249,13,"1",232,103,"","27","28","54","25","21",101,"35","48","18","27","45","29","23","57","20","29","54","17"
"09","61903","0937805",,2015,90,"B",526,478,38,11,"1",232,16,"2492.4","0","25","25","25","50",16,"13","50","38","6","31","63","0","50","50","0","63","38"
"09","61903","0937805",,2015,90,"B",526,478,38,11,"2",232,16,"2471.0","0","0","0","25","75",16,"0","25","75","0","25","75","0","63","38","0","0","0"
"09","61903","0937805",,2015,90,"B",526,478,38,13,"2",232,16,"","0","0","0","25","75",16,"0","25","75","0","25","75","0","63","38","0","0","0"
"09","61903","0937805",,2015,90,"B",526,478,38,13,"1",232,16,"","0","25","25","25","50",16,"13","50","38","6","31","63","0","50","50","0","63","38"
"09","61903","0937805",,2015,91,"B",526,478,125,11,"2",232,47,"2522.8","2","11","13","22","65",46,"11","30","59","7","43","50","4","48","48","0","0","0"
"09","61903","0937805",,2015,91,"B",526,478,125,11,"1",232,48,"2551.3","13","32","45","26","30",47,"17","53","30","21","45","34","9","64","28","13","62","26"
"09","61903","0937805",,2015,91,"B",526,478,125,13,"1",232,48,"","13","32","45","26","30",47,"17","53","30","21","45","34","9","64","28","13","62","26"
"09","61903","0937805",,2015,91,"B",526,478,125,13,"2",232,47,"","2","11","13","22","65",46,"11","30","59","7","43","50","4","48","48","0","0","0"
"09","61903","0937805",,2015,92,"B",526,478,50,11,"2",232,26,"2518.5","8","4","12","19","69",26,"12","27","62","8","35","58","4","50","46","0","0","0"
"09","61903","0937805",,2015,92,"B",526,478,50,11,"1",232,26,"2557.4","12","20","32","48","20",25,"20","60","20","20","56","24","8","64","28","16","68","16"
"09","61903","0937805",,2015,92,"B",526,478,50,13,"1",232,26,"","12","20","32","48","20",25,"20","60","20","20","56","24","8","64","28","16","68","16"
"09","61903","0937805",,2015,92,"B",526,478,50,13,"2",232,26,"","8","4","12","19","69",26,"12","27","62","8","35","58","4","50","46","0","0","0"
"09","61903","0937805",,2015,93,"B",526,478,66,11,"2",232,33,"2572.4","15","12","27","27","45",33,"24","36","39","18","36","45","18","58","24","0","0","0"
"09","61903","0937805",,2015,93,"B",526,478,66,11,"1",232,33,"2606.0","33","21","55","30","15",33,"45","39","15","33","39","27","24","58","18","30","55","15"
"09","61903","0937805",,2015,93,"B",526,478,66,13,"1",232,33,"","33","21","55","30","15",33,"45","39","15","33","39","27","24","58","18","30","55","15"
"09","61903","0937805",,2015,93,"B",526,478,66,13,"2",232,33,"","15","12","27","27","45",33,"24","36","39","18","36","45","18","58","24","0","0","0"
"09","61903","0937805",,2015,94,"B",526,478,45,11,"2",232,16,"2606.9","13","44","56","6","38",16,"38","31","31","13","56","31","25","56","19","0","0","0"
"09","61903","0937805",,2015,94,"B",526,478,45,11,"1",232,16,"2647.1","44","31","75","19","6",16,"44","44","13","44","44","13","44","50","6","56","38","6"
"09","61903","0937805",,2015,94,"B",526,478,45,13,"1",232,16,"","44","31","75","19","6",16,"44","44","13","44","44","13","44","50","6","56","38","6"
"09","61903","0937805",,2015,94,"B",526,478,45,13,"2",232,16,"","13","44","56","6","38",16,"38","31","31","13","56","31","25","56","19","0","0","0"
"09","61903","0937805",,2015,99,"B",526,478,419,11,"2",232,177,"2543.0","7","14","22","23","56",176,"16","31","52","10","41","48","10","55","35","0","0","0"
"09","61903","0937805",,2015,99,"B",526,478,419,11,"1",232,178,"2575.0","19","29","49","27","24",175,"28","51","21","24","44","32","16","59","25","22","60","18"
"09","61903","0937805",,2015,99,"B",526,478,419,13,"1",232,178,"","19","29","49","27","24",175,"28","51","21","24","44","32","16","59","25","22","60","18"
"09","61903","0937805",,2015,99,"B",526,478,419,13,"2",232,177,"","7","14","22","23","56",176,"16","31","52","10","41","48","10","55","35","0","0","0"
"09","61903","0937805",,2015,111,"B",526,478,213,11,"2",232,88,"2557.8","11","17","28","23","49",88,"20","34","45","15","36","49","14","59","27","0","0","0"
"09","61903","0937805",,2015,111,"B",526,478,213,11,"1",232,89,"2581.6","25","22","47","31","21",89,"35","46","19","27","40","33","20","58","21","26","58","16"
"09","61903","0937805",,2015,111,"B",526,478,213,13,"1",232,89,"","25","22","47","31","21",89,"35","46","19","27","40","33","20","58","21","26","58","16"
"09","61903","0937805",,2015,111,"B",526,478,213,13,"2",232,88,"","11","17","28","23","49",88,"20","34","45","15","36","49","14","59","27","0","0","0"
"09","61903","0937805",,2015,121,"B",526,478,154,11,"2",232,62,"2513.4","5","13","18","23","60",62,"11","26","63","8","34","58","6","55","39","0","0","0"
"09","61903","0937805",,2015,121,"B",526,478,154,11,"1",232,63,"2534.6","11","26","37","19","44",62,"21","44","35","13","39","48","13","50","37","16","60","24"
"09","61903","0937805",,2015,121,"B",526,478,154,13,"1",232,63,"","11","26","37","19","44",62,"21","44","35","13","39","48","13","50","37","16","60","24"
"09","61903","0937805",,2015,121,"B",526,478,154,13,"2",232,62,"","5","13","18","23","60",62,"11","26","63","8","34","58","6","55","39","0","0","0"
"09","61903","0937805",,2015,128,"B",526,478,59,11,"1",232,24,"2441.6","0","4","4","21","75",24,"4","21","75","0","29","71","4","33","63","0","50","50"
"09","61903","0937805",,2015,128,"B",526,478,59,11,"2",232,23,"2431.5","0","0","0","13","87",23,"0","13","87","0","9","91","0","43","57","0","0","0"
"09","61903","0937805",,2015,128,"B",526,478,59,13,"2",232,23,"","0","0","0","13","87",23,"0","13","87","0","9","91","0","43","57","0","0","0"
"09","61903","0937805",,2015,128,"B",526,478,59,13,"1",232,24,"","0","4","4","21","75",24,"4","21","75","0","29","71","4","33","63","0","50","50"
"09","61903","0937805",,2015,142,"B",526,478,99,11,"1",232,38,"2458.6","0","3","3","32","66",38,"0","37","63","0","32","68","0","37","63","0","53","47"
"09","61903","0937805",,2015,142,"B",526,478,99,11,"2",232,38,"2442.4","0","3","3","3","95",38,"3","16","82","0","21","79","0","39","61","0","0","0"
"09","61903","0937805",,2015,142,"B",526,478,99,13,"2",232,38,"","0","3","3","3","95",38,"3","16","82","0","21","79","0","39","61","0","0","0"
"09","61903","0937805",,2015,142,"B",526,478,99,13,"1",232,38,"","0","3","3","32","66",38,"0","37","63","0","32","68","0","37","63","0","53","47"
"09","61903","0937805",,2015,144,"B",526,478,4,11,"2",232,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,144,"B",526,478,4,11,"1",232,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,144,"B",526,478,4,13,"1",232,0,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,144,"B",526,478,4,13,"2",232,0,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,160,"B",526,478,101,11,"2",232,38,"2442.4","0","3","3","3","95",38,"3","16","82","0","21","79","0","39","61","0","0","0"
"09","61903","0937805",,2015,160,"B",526,478,101,11,"1",232,38,"2458.6","0","3","3","32","66",38,"0","37","63","0","32","68","0","37","63","0","53","47"
"09","61903","0937805",,2015,160,"B",526,478,101,13,"1",232,38,"","0","3","3","32","66",38,"0","37","63","0","32","68","0","37","63","0","53","47"
"09","61903","0937805",,2015,160,"B",526,478,101,13,"2",232,38,"","0","3","3","3","95",38,"3","16","82","0","21","79","0","39","61","0","0","0"
"09","61903","0937805",,2015,180,"B",526,478,300,11,"2",232,122,"2553.1","10","16","26","25","50",121,"20","31","49","13","41","45","14","54","32","0","0","0"
"09","61903","0937805",,2015,180,"B",526,478,300,11,"1",232,123,"2580.9","24","27","51","25","24",121,"32","47","21","26","41","32","21","58","21","26","55","18"
"09","61903","0937805",,2015,180,"B",526,478,300,13,"1",232,123,"","24","27","51","25","24",121,"32","47","21","26","41","32","21","58","21","26","55","18"
"09","61903","0937805",,2015,180,"B",526,478,300,13,"2",232,122,"","10","16","26","25","50",121,"20","31","49","13","41","45","14","54","32","0","0","0"
"09","61903","0937805",,2015,200,"B",526,478,5,11,"2",232,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,200,"B",526,478,5,11,"1",232,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,200,"B",526,478,5,13,"1",232,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,200,"B",526,478,5,13,"2",232,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,201,"B",526,478,1,11,"1",232,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,201,"B",526,478,1,11,"2",232,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,201,"B",526,478,1,13,"2",232,0,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,201,"B",526,478,1,13,"1",232,0,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,202,"B",526,478,6,11,"2",232,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,202,"B",526,478,6,11,"1",232,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,202,"B",526,478,6,13,"1",232,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,202,"B",526,478,6,13,"2",232,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,203,"B",526,478,20,11,"2",232,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,203,"B",526,478,20,11,"1",232,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,203,"B",526,478,20,13,"1",232,8,"","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,203,"B",526,478,20,13,"2",232,8,"","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,204,"B",526,478,146,11,"1",232,66,"2510.0","3","25","28","25","48",65,"11","46","43","11","38","51","2","54","45","6","66","28"
"09","61903","0937805",,2015,204,"B",526,478,146,11,"2",232,65,"2472.6","0","5","5","15","80",65,"2","26","72","0","29","71","0","45","55","0","0","0"
"09","61903","0937805",,2015,204,"B",526,478,146,13,"2",232,65,"","0","5","5","15","80",65,"2","26","72","0","29","71","0","45","55","0","0","0"
"09","61903","0937805",,2015,204,"B",526,478,146,13,"1",232,66,"","3","25","28","25","48",65,"11","46","43","11","38","51","2","54","45","6","66","28"
"09","61903","0937805",,2015,206,"B",526,478,82,11,"2",232,35,"2564.9","9","15","24","29","47",34,"24","24","53","9","59","32","15","50","35","0","0","0"
"09","61903","0937805",,2015,206,"B",526,478,82,11,"1",232,35,"2597.1","27","36","64","15","21",33,"27","58","15","27","48","24","24","58","18","30","48","21"
"09","61903","0937805",,2015,206,"B",526,478,82,13,"1",232,35,"","27","36","64","15","21",33,"27","58","15","27","48","24","24","58","18","30","48","21"
"09","61903","0937805",,2015,206,"B",526,478,82,13,"2",232,35,"","9","15","24","29","47",34,"24","24","53","9","59","32","15","50","35","0","0","0"
"09","61903","0937805",,2015,207,"B",526,478,3,11,"2",232,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,207,"B",526,478,3,11,"1",232,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,207,"B",526,478,3,13,"1",232,0,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,207,"B",526,478,3,13,"2",232,0,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,220,"B",526,478,3,11,"2",232,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,220,"B",526,478,3,11,"1",232,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,220,"B",526,478,3,13,"1",232,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,220,"B",526,478,3,13,"2",232,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,221,"B",526,478,2,11,"1",232,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,221,"B",526,478,2,11,"2",232,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,221,"B",526,478,2,13,"2",232,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,221,"B",526,478,2,13,"1",232,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,222,"B",526,478,2,11,"2",232,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,222,"B",526,478,2,11,"1",232,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,222,"B",526,478,2,13,"1",232,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,222,"B",526,478,2,13,"2",232,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,223,"B",526,478,8,11,"1",232,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,223,"B",526,478,8,11,"2",232,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,223,"B",526,478,8,13,"2",232,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,223,"B",526,478,8,13,"1",232,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,224,"B",526,478,28,11,"2",232,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,224,"B",526,478,28,11,"1",232,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,224,"B",526,478,28,13,"1",232,10,"","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,224,"B",526,478,28,13,"2",232,10,"","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0937805",,2015,226,"B",526,478,167,11,"2",232,68,"2562.6","12","19","31","24","46",68,"21","35","44","16","35","49","16","56","28","0","0","0"
"09","61903","0937805",,2015,226,"B",526,478,167,11,"1",232,68,"2586.7","26","24","50","29","21",68,"38","43","19","26","43","31","22","57","21","28","57","15"
"09","61903","0937805",,2015,226,"B",526,478,167,13,"1",232,68,"","26","24","50","29","21",68,"38","43","19","26","43","31","22","57","21","28","57","15"
"09","61903","0937805",,2015,226,"B",526,478,167,13,"2",232,68,"","12","19","31","24","46",68,"21","35","44","16","35","49","16","56","28","0","0","0"
"09","61903","6005540",,2015,1,"B",270,262,262,3,"1",89,81,"2370.5","6","17","23","28","48",81,"11","38","51","6","38","56","7","70","22","11","42","47"
"09","61903","6005540",,2015,1,"B",270,262,262,3,"2",89,83,"2392.3","4","22","25","31","43",83,"12","35","53","11","37","52","10","53","37","0","0","0"
"09","61903","6005540",,2015,1,"B",270,262,262,4,"2",96,94,"2439.8","5","19","24","38","37",94,"13","31","56","7","45","48","12","52","36","0","0","0"
"09","61903","6005540",,2015,1,"B",270,262,262,4,"1",96,95,"2444.5","18","17","35","29","36",94,"22","43","35","9","56","35","12","70","18","18","54","28"
"09","61903","6005540",,2015,1,"B",270,262,262,5,"1",85,84,"2478.8","14","26","40","23","37",84,"20","39","40","17","44","39","14","64","21","20","56","24"
"09","61903","6005540",,2015,1,"B",270,262,262,5,"2",85,84,"2460.2","7","14","21","27","51",84,"12","24","64","10","29","62","7","50","43","0","0","0"
"09","61903","6005540",,2015,1,"B",270,262,262,13,"2",270,261,"","5","18","24","33","44",261,"12","30","58","9","37","54","10","52","39","0","0","0"
"09","61903","6005540",,2015,1,"B",270,262,262,13,"1",270,260,"","13","20","33","27","40",259,"18","40","42","10","47","43","11","68","20","17","51","32"
"09","61903","6005540",,2015,3,"B",270,262,132,3,"2",89,43,"2387.3","5","16","21","30","49",43,"14","28","58","9","35","56","7","47","47","0","0","0"
"09","61903","6005540",,2015,3,"B",270,262,132,3,"1",89,41,"2349.5","2","15","17","27","56",41,"7","32","61","5","29","66","5","68","27","7","39","54"
"09","61903","6005540",,2015,3,"B",270,262,132,4,"1",96,48,"2436.3","15","19","34","26","40",47,"21","40","38","6","51","43","11","68","21","17","49","34"
"09","61903","6005540",,2015,3,"B",270,262,132,4,"2",96,47,"2437.0","9","17","26","32","43",47,"17","19","64","11","38","51","13","53","34","0","0","0"
"09","61903","6005540",,2015,3,"B",270,262,132,5,"2",85,41,"2444.4","5","7","12","29","59",41,"7","24","68","2","29","68","5","49","46","0","0","0"
"09","61903","6005540",,2015,3,"B",270,262,132,5,"1",85,41,"2451.2","5","27","32","22","46",41,"10","41","49","5","46","49","7","66","27","10","59","32"
"09","61903","6005540",,2015,3,"B",270,262,132,13,"1",270,130,"","8","20","28","25","47",129,"13","38","49","5","43","52","8","67","25","12","49","40"
"09","61903","6005540",,2015,3,"B",270,262,132,13,"2",270,131,"","6","14","20","31","50",131,"13","24","63","8","34","58","8","50","42","0","0","0"
"09","61903","6005540",,2015,4,"B",270,262,130,3,"2",89,40,"2397.6","3","28","30","33","38",40,"10","43","48","13","40","48","13","60","28","0","0","0"
"09","61903","6005540",,2015,4,"B",270,262,130,3,"1",89,40,"2392.0","10","20","30","30","40",40,"15","45","40","8","48","45","10","73","18","15","45","40"
"09","61903","6005540",,2015,4,"B",270,262,130,4,"1",96,47,"2452.7","21","15","36","32","32",47,"23","45","32","11","62","28","13","72","15","19","60","21"
