"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"09","61903","0000000",,2016,1,"B",2101,"2006",1999,3,"1",332,"328","2420.3","23","24","46","24","29","328","23","46","31","20","49","32","22","62","16","19","55","26"
"09","61903","0000000",,2016,1,"B",2101,"2004",1994,3,"2",332,"330","2431.0","17","31","48","28","24","330","31","39","31","26","48","26","25","55","21","0","0","0"
"09","61903","0000000",,2016,1,"B",2101,"2004",1994,4,"2",316,"308","2466.7","17","23","40","33","27","308","24","34","42","20","49","31","23","43","34","0","0","0"
"09","61903","0000000",,2016,1,"B",2101,"2006",1999,4,"1",316,"307","2458.0","24","21","45","19","36","307","22","43","35","27","41","32","16","68","17","21","53","26"
"09","61903","0000000",,2016,1,"B",2101,"2006",1999,5,"1",309,"300","2503.5","23","27","50","23","28","300","23","46","31","24","44","31","18","64","18","30","56","14"
"09","61903","0000000",,2016,1,"B",2101,"2004",1994,5,"2",309,"303","2476.4","11","15","26","34","39","302","17","32","51","13","39","49","12","46","42","0","0","0"
"09","61903","0000000",,2016,1,"B",2101,"2004",1994,6,"2",300,"291","2506.5","11","22","33","31","35","291","18","37","44","12","50","38","14","53","33","0","0","0"
"09","61903","0000000",,2016,1,"B",2101,"2006",1999,6,"1",300,"292","2522.9","15","33","48","27","25","292","18","51","30","25","41","33","16","71","13","27","59","14"
"09","61903","0000000",,2016,1,"B",2101,"2006",1999,7,"1",276,"260","2526.1","9","30","39","29","32","260","17","47","35","20","43","36","13","65","22","18","59","23"
"09","61903","0000000",,2016,1,"B",2101,"2004",1994,7,"2",276,"257","2517.2","11","20","31","33","36","256","20","36","44","16","38","46","14","53","33","0","0","0"
"09","61903","0000000",,2016,1,"B",2101,"2004",1994,8,"2",263,"245","2511.9","11","18","29","27","45","242","16","32","52","13","52","35","12","47","41","0","0","0"
"09","61903","0000000",,2016,1,"B",2101,"2006",1999,8,"1",263,"245","2545.6","13","31","44","23","33","245","27","40","33","21","42","37","20","60","20","19","48","33"
"09","61903","0000000",,2016,1,"B",2101,"2006",1999,11,"1",305,"274","2562.0","19","26","45","25","30","267","26","48","25","21","42","36","16","56","28","25","52","23"
"09","61903","0000000",,2016,1,"B",2101,"2004",1994,11,"2",305,"270","2535.6","10","12","22","25","53","265","15","26","59","11","43","46","12","50","38","0","0","0"
"09","61903","0000000",,2016,1,"B",2101,"2004",1994,13,"2",2101,"2004","","13","21","33","30","36","1994","20","34","46","16","46","38","16","50","34","0","0","0"
"09","61903","0000000",,2016,1,"B",2101,"2006",1999,13,"1",2101,"2006","","18","27","45","24","30","1999","22","46","32","23","44","34","17","64","19","23","55","23"
"09","61903","0000000",,2016,3,"B",1114,"1067",1059,3,"2",185,"184","2435.5","18","34","52","26","23","184","33","37","30","27","47","26","23","55","22","0","0","0"
"09","61903","0000000",,2016,3,"B",1114,"1066",1062,3,"1",185,"184","2415.7","22","23","45","25","30","184","23","45","32","14","51","35","22","61","17","16","55","29"
"09","61903","0000000",,2016,3,"B",1114,"1066",1062,4,"1",161,"155","2436.3","17","19","35","21","44","155","16","43","41","19","39","43","14","66","20","15","54","31"
"09","61903","0000000",,2016,3,"B",1114,"1067",1059,4,"2",161,"156","2458.4","15","20","35","33","31","156","24","27","49","17","50","33","21","40","38","0","0","0"
"09","61903","0000000",,2016,3,"B",1114,"1067",1059,5,"2",155,"152","2477.5","13","13","26","32","42","151","20","28","52","15","35","50","11","44","46","0","0","0"
"09","61903","0000000",,2016,3,"B",1114,"1066",1062,5,"1",155,"151","2490.2","20","23","43","22","35","151","21","42","38","20","44","36","17","64","19","26","56","17"
"09","61903","0000000",,2016,3,"B",1114,"1066",1062,6,"1",152,"148","2502.5","11","28","39","30","31","148","14","48","38","17","42","41","16","68","17","22","61","18"
"09","61903","0000000",,2016,3,"B",1114,"1067",1059,6,"2",152,"148","2497.5","11","20","31","30","39","148","17","39","45","12","43","45","14","49","37","0","0","0"
"09","61903","0000000",,2016,3,"B",1114,"1067",1059,7,"2",159,"148","2505.8","7","20","27","31","41","147","16","33","50","13","35","52","7","54","38","0","0","0"
"09","61903","0000000",,2016,3,"B",1114,"1066",1062,7,"1",159,"149","2509.0","5","26","32","32","37","149","11","46","43","11","47","42","13","64","23","13","58","28"
"09","61903","0000000",,2016,3,"B",1114,"1066",1062,8,"1",136,"127","2522.8","8","27","35","23","43","127","24","35","41","14","35","51","17","61","22","16","45","39"
"09","61903","0000000",,2016,3,"B",1114,"1067",1059,8,"2",136,"128","2504.8","12","17","29","22","49","126","17","26","56","14","49","37","10","43","48","0","0","0"
"09","61903","0000000",,2016,3,"B",1114,"1067",1059,11,"2",166,"151","2541.9","12","12","24","24","52","147","19","24","56","14","43","43","14","49","37","0","0","0"
"09","61903","0000000",,2016,3,"B",1114,"1066",1062,11,"1",166,"152","2548.3","17","24","41","23","36","148","27","44","29","19","36","45","16","51","34","23","53","24"
"09","61903","0000000",,2016,3,"B",1114,"1066",1062,13,"1",1114,"1066","","15","24","39","25","36","1062","19","44","37","16","42","41","16","62","22","19","55","26"
"09","61903","0000000",,2016,3,"B",1114,"1067",1059,13,"2",1114,"1067","","13","20","33","28","39","1059","21","31","48","16","43","40","15","48","37","0","0","0"
"09","61903","0000000",,2016,4,"B",987,"937",935,3,"2",147,"146","2425.3","15","27","42","32","25","146","27","41","32","25","48","27","26","55","19","0","0","0"
"09","61903","0000000",,2016,4,"B",987,"940",937,3,"1",147,"144","2426.2","24","25","49","24","28","144","24","47","30","26","46","28","23","63","15","22","56","22"
"09","61903","0000000",,2016,4,"B",987,"940",937,4,"1",155,"152","2480.2","32","22","55","17","28","152","29","43","28","36","43","21","17","70","13","26","53","21"
"09","61903","0000000",,2016,4,"B",987,"937",935,4,"2",155,"152","2475.2","19","26","45","32","22","152","24","41","35","24","48","28","25","46","29","0","0","0"
"09","61903","0000000",,2016,4,"B",987,"937",935,5,"2",154,"151","2475.3","9","18","26","36","37","151","13","36","50","11","42","47","13","48","39","0","0","0"
"09","61903","0000000",,2016,4,"B",987,"940",937,5,"1",154,"149","2516.9","26","31","56","23","20","149","25","50","25","29","45","26","20","64","16","34","55","11"
"09","61903","0000000",,2016,4,"B",987,"940",937,6,"1",148,"144","2543.9","19","39","58","24","19","144","23","54","23","34","41","25","17","74","9","32","58","10"
"09","61903","0000000",,2016,4,"B",987,"937",935,6,"2",148,"143","2515.8","10","25","36","33","31","143","20","36","44","11","57","31","13","58","29","0","0","0"
"09","61903","0000000",,2016,4,"B",987,"937",935,7,"2",117,"109","2532.6","17","19","36","36","28","109","25","39","36","20","41","39","23","51","26","0","0","0"
"09","61903","0000000",,2016,4,"B",987,"940",937,7,"1",117,"111","2549.1","14","35","50","26","24","111","25","50","25","33","39","28","14","66","21","23","59","17"
"09","61903","0000000",,2016,4,"B",987,"940",937,8,"1",127,"118","2570.0","19","35","54","23","23","118","31","46","24","28","51","21","23","60","17","23","52","25"
"09","61903","0000000",,2016,4,"B",987,"937",935,8,"2",127,"117","2519.6","9","19","28","32","40","116","14","38","48","11","56","33","15","52","34","0","0","0"
"09","61903","0000000",,2016,4,"B",987,"937",935,11,"2",139,"119","2527.7","7","12","19","26","55","118","11","27","62","7","44","49","10","51","39","0","0","0"
"09","61903","0000000",,2016,4,"B",987,"940",937,11,"1",139,"122","2579.1","21","28","49","29","23","119","25","54","21","25","50","25","16","63","21","27","51","22"
"09","61903","0000000",,2016,4,"B",987,"940",937,13,"1",987,"940","","23","30","53","23","24","937","26","49","25","30","45","25","19","66","16","27","55","18"
"09","61903","0000000",,2016,4,"B",987,"937",935,13,"2",987,"937","","12","21","34","33","34","935","19","37","43","16","48","36","18","52","30","0","0","0"
"09","61903","0000000",,2016,6,"B",1518,"1432",1423,3,"2",213,"212","2450.4","23","38","61","25","15","212","40","40","20","34","48","18","33","50","16","0","0","0"
"09","61903","0000000",,2016,6,"B",1518,"1439",1432,3,"1",213,"211","2446.2","31","28","59","24","17","211","31","48","20","28","51","21","29","63","8","25","57","18"
"09","61903","0000000",,2016,6,"B",1518,"1439",1432,4,"1",213,"206","2485.3","35","24","59","16","25","206","31","45","24","36","41","23","20","69","11","28","53","19"
"09","61903","0000000",,2016,6,"B",1518,"1432",1423,4,"2",213,"206","2487.4","24","30","53","29","18","206","33","37","31","29","50","22","31","47","23","0","0","0"
"09","61903","0000000",,2016,6,"B",1518,"1432",1423,5,"2",209,"205","2504.1","16","22","38","38","24","204","25","38","38","19","49","33","17","52","30","0","0","0"
"09","61903","0000000",,2016,6,"B",1518,"1439",1432,5,"1",209,"205","2530.4","32","33","65","18","18","205","32","49","20","34","46","20","26","66","8","40","50","9"
"09","61903","0000000",,2016,6,"B",1518,"1439",1432,6,"1",227,"220","2553.7","20","43","63","25","12","220","25","58","18","33","48","19","22","71","7","35","59","6"
"09","61903","0000000",,2016,6,"B",1518,"1432",1423,6,"2",227,"220","2535.2","15","29","43","35","22","220","24","46","30","15","60","25","18","61","20","0","0","0"
"09","61903","0000000",,2016,6,"B",1518,"1432",1423,7,"2",208,"190","2544.6","15","26","41","34","24","189","26","42","32","21","44","35","19","58","23","0","0","0"
"09","61903","0000000",,2016,6,"B",1518,"1439",1432,7,"1",208,"193","2553.1","12","38","51","29","20","193","23","52","24","27","49","24","17","70","13","23","62","15"
"09","61903","0000000",,2016,6,"B",1518,"1439",1432,8,"1",210,"194","2575.1","17","39","56","24","20","194","34","47","19","26","49","25","25","62","12","24","54","22"
"09","61903","0000000",,2016,6,"B",1518,"1432",1423,8,"2",210,"193","2537.4","14","22","36","29","35","190","20","36","44","16","58","25","15","53","32","0","0","0"
"09","61903","0000000",,2016,6,"B",1518,"1432",1423,11,"2",238,"206","2565.8","13","15","28","30","42","202","20","32","48","14","49","37","16","56","28","0","0","0"
"09","61903","0000000",,2016,6,"B",1518,"1439",1432,11,"1",238,"210","2590.9","25","32","57","23","20","203","33","50","17","28","47","25","20","59","21","31","52","17"
"09","61903","0000000",,2016,6,"B",1518,"1439",1432,13,"1",1518,"1439","","25","34","59","23","19","1432","30","50","20","31","47","22","23","66","11","30","55","15"
"09","61903","0000000",,2016,6,"B",1518,"1432",1423,13,"2",1518,"1432","","17","26","43","31","25","1423","27","39","34","21","51","28","22","54","24","0","0","0"
"09","61903","0000000",,2016,7,"B",51,"49",48,4,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"50",47,4,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"50",47,5,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"49",48,5,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"49",48,6,"2",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"50",47,6,"1",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"50",47,7,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"49",48,7,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"49",48,8,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"50",47,8,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,7,"B",51,"50",47,11,"1",18,"17","2573.4","29","21","50","29","21","14","29","57","14","21","50","29","29","50","21","29","57","14"
"09","61903","0000000",,2016,7,"B",51,"49",48,11,"2",18,"16","2531.4","13","7","20","27","53","15","20","20","60","13","27","60","7","40","53","0","0","0"
"09","61903","0000000",,2016,7,"B",51,"49",48,13,"2",51,"49","","13","19","31","29","40","48","21","27","52","15","40","46","15","46","40","0","0","0"
"09","61903","0000000",,2016,7,"B",51,"50",47,13,"1",51,"50","","19","30","49","30","21","47","28","51","21","17","60","23","17","68","15","26","57","17"
"09","61903","0000000",,2016,8,"B",200,"195",195,4,"2",11,"11","2474.1","9","27","36","64","0","11","18","36","45","9","91","0","18","55","27","0","0","0"
"09","61903","0000000",,2016,8,"B",200,"195",195,4,"1",11,"11","2450.9","0","55","55","18","27","11","0","82","18","9","64","27","9","73","18","18","82","0"
"09","61903","0000000",,2016,8,"B",200,"195",195,5,"1",34,"34","2524.6","24","41","65","26","9","34","29","50","21","21","53","26","24","74","3","41","56","3"
"09","61903","0000000",,2016,8,"B",200,"195",195,5,"2",34,"34","2489.1","6","21","26","53","21","34","6","44","50","15","56","29","6","50","44","0","0","0"
"09","61903","0000000",,2016,8,"B",200,"195",195,6,"2",44,"43","2527.2","7","30","37","44","19","43","14","58","28","12","63","26","9","74","16","0","0","0"
"09","61903","0000000",,2016,8,"B",200,"195",195,6,"1",44,"43","2544.9","5","56","60","35","5","43","16","67","16","21","63","16","14","79","7","35","60","5"
"09","61903","0000000",,2016,8,"B",200,"195",195,7,"1",44,"43","2526.3","2","30","33","44","23","43","9","51","40","14","56","30","12","77","12","14","74","12"
"09","61903","0000000",,2016,8,"B",200,"195",195,7,"2",44,"43","2500.9","5","14","19","37","44","43","9","28","63","7","28","65","7","53","40","0","0","0"
"09","61903","0000000",,2016,8,"B",200,"195",195,8,"2",38,"38","2514.7","11","11","21","32","47","38","16","26","58","11","53","37","13","50","37","0","0","0"
"09","61903","0000000",,2016,8,"B",200,"195",195,8,"1",38,"38","2570.0","11","34","45","39","16","38","18","61","21","21","66","13","24","63","13","26","53","21"
"09","61903","0000000",,2016,8,"B",200,"195",195,11,"1",29,"26","2590.2","8","54","62","35","4","26","15","69","15","12","77","12","4","77","19","15","77","8"
"09","61903","0000000",,2016,8,"B",200,"195",195,11,"2",29,"26","2544.8","4","12","15","35","50","26","12","27","62","8","50","42","12","58","31","0","0","0"
"09","61903","0000000",,2016,8,"B",200,"195",195,13,"2",200,"195","","7","18","25","42","33","195","12","37","51","10","52","38","10","57","33","0","0","0"
"09","61903","0000000",,2016,8,"B",200,"195",195,13,"1",200,"195","","9","43","52","35","13","195","16","61","23","17","62","21","15","74","11","26","65","9"
"09","61903","0000000",,2016,31,"B",1214,"1167",1159,3,"2",194,"192","2405.3","9","22","31","33","36","192","18","38","44","14","48","38","14","56","30","0","0","0"
"09","61903","0000000",,2016,31,"B",1214,"1166",1160,3,"1",194,"191","2386.4","10","19","29","27","43","191","12","43","45","7","45","49","11","64","25","9","53","37"
"09","61903","0000000",,2016,31,"B",1214,"1166",1160,4,"1",182,"177","2418.6","11","15","26","21","53","177","14","36","50","14","41","45","7","70","23","10","54","36"
"09","61903","0000000",,2016,31,"B",1214,"1167",1159,4,"2",182,"178","2434.6","7","12","19","42","39","178","9","33","58","10","48","43","10","43","47","0","0","0"
"09","61903","0000000",,2016,31,"B",1214,"1167",1159,5,"2",183,"180","2450.9","4","8","12","37","50","179","6","32","62","6","32","61","4","42","54","0","0","0"
"09","61903","0000000",,2016,31,"B",1214,"1166",1160,5,"1",183,"177","2480.3","14","23","37","28","35","177","14","46","40","14","46","40","12","66","22","24","59","16"
"09","61903","0000000",,2016,31,"B",1214,"1166",1160,6,"1",170,"167","2483.9","4","29","32","29","39","167","8","47","44","11","41","48","7","73","20","17","62","21"
"09","61903","0000000",,2016,31,"B",1214,"1167",1159,6,"2",170,"166","2470.0","4","16","19","29","52","166","7","33","60","6","40","54","7","46","47","0","0","0"
"09","61903","0000000",,2016,31,"B",1214,"1167",1159,7,"2",171,"164","2485.7","3","15","18","32","50","163","9","31","61","6","34","60","5","53","42","0","0","0"
"09","61903","0000000",,2016,31,"B",1214,"1166",1160,7,"1",171,"165","2497.7","4","22","26","32","42","165","8","43","48","12","39","48","7","62","31","12","58","30"
"09","61903","0000000",,2016,31,"B",1214,"1166",1160,8,"1",150,"145","2512.8","6","24","30","23","46","145","14","41","44","12","42","46","12","60","28","12","47","41"
"09","61903","0000000",,2016,31,"B",1214,"1167",1159,8,"2",150,"145","2478.7","6","12","18","24","58","142","10","23","67","6","48","46","7","43","50","0","0","0"
"09","61903","0000000",,2016,31,"B",1214,"1167",1159,11,"2",164,"142","2483.1","4","5","9","19","73","139","6","14","80","5","34","61","4","46","50","0","0","0"
"09","61903","0000000",,2016,31,"B",1214,"1166",1160,11,"1",164,"144","2523.2","9","21","30","30","40","138","16","51","33","9","41","50","9","52","38","16","52","32"
"09","61903","0000000",,2016,31,"B",1214,"1166",1160,13,"1",1214,"1166","","8","22","30","27","43","1160","12","44","44","11","42","46","9","64","26","14","55","30"
"09","61903","0000000",,2016,31,"B",1214,"1167",1159,13,"2",1214,"1167","","5","13","19","31","50","1159","10","30","61","8","41","51","7","47","45","0","0","0"
"09","61903","0000000",,2016,74,"B",16,"14",13,3,"1",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,74,"B",16,"14",14,3,"2",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,74,"B",16,"14",14,6,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,74,"B",16,"14",13,6,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,74,"B",16,"14",13,8,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,74,"B",16,"14",14,8,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,74,"B",16,"14",14,11,"2",8,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,74,"B",16,"14",13,11,"1",8,"7","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,74,"B",16,"14",13,13,"1",16,"14","","0","23","23","15","62","13","8","54","38","25","8","67","0","62","38","0","46","54"
"09","61903","0000000",,2016,74,"B",16,"14",14,13,"2",16,"14","","0","14","14","14","71","14","14","7","79","0","29","71","7","50","43","0","0","0"
"09","61903","0000000",,2016,75,"B",8,"7",7,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"8",7,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"8",7,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"7",7,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"7",7,7,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"8",7,7,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"8",7,8,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"7",7,8,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"7",7,11,"1",2,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"8",7,11,"2",2,"2","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"8",7,13,"2",8,"8","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,75,"B",8,"7",7,13,"1",8,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,3,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,3,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,6,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,6,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,7,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,7,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,8,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,8,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,11,"1",8,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,11,"2",8,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,76,"B",22,"20",20,13,"2",22,"20","","35","10","45","20","35","20","35","25","40","40","25","35","25","40","35","0","0","0"
"09","61903","0000000",,2016,76,"B",22,"20",20,13,"1",22,"20","","35","15","50","10","40","20","35","25","40","35","25","40","25","60","15","35","45","20"
"09","61903","0000000",,2016,77,"B",93,"88",88,3,"1",10,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,77,"B",93,"92",92,3,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,77,"B",93,"92",92,4,"2",11,"11","2461.3","9","27","36","36","27","11","27","9","64","27","36","36","18","55","27","0","0","0"
"09","61903","0000000",,2016,77,"B",93,"88",88,4,"1",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,77,"B",93,"88",88,5,"1",13,"11","2507.3","9","64","73","0","27","11","27","45","27","18","64","18","27","64","9","36","55","9"
"09","61903","0000000",,2016,77,"B",93,"92",92,5,"2",13,"13","2478.8","8","15","23","38","38","13","8","54","38","23","23","54","0","62","38","0","0","0"
"09","61903","0000000",,2016,77,"B",93,"92",92,6,"2",15,"14","2515.9","7","14","21","50","29","14","7","57","36","7","43","50","14","57","29","0","0","0"
"09","61903","0000000",,2016,77,"B",93,"88",88,6,"1",15,"14","2513.6","14","21","36","29","36","14","7","57","36","14","50","36","14","79","7","29","57","14"
"09","61903","0000000",,2016,77,"B",93,"88",88,7,"1",11,"11","2544.9","18","36","55","9","36","11","18","64","18","36","27","36","36","45","18","36","27","36"
"09","61903","0000000",,2016,77,"B",93,"92",92,7,"2",11,"11","2588.6","18","36","55","36","9","11","45","36","18","27","55","18","27","73","0","0","0","0"
"09","61903","0000000",,2016,77,"B",93,"92",92,8,"2",14,"14","2502.9","0","29","29","36","36","14","14","36","50","7","57","36","7","50","43","0","0","0"
"09","61903","0000000",,2016,77,"B",93,"88",88,8,"1",14,"14","2525.1","14","14","29","43","29","14","21","43","36","21","29","50","14","64","21","7","64","29"
"09","61903","0000000",,2016,77,"B",93,"88",88,11,"1",19,"19","2534.4","11","11","21","42","37","19","5","58","37","11","47","42","5","74","21","5","74","21"
"09","61903","0000000",,2016,77,"B",93,"92",92,11,"2",19,"19","2509.7","0","11","11","21","68","19","11","16","74","5","42","53","11","47","42","0","0","0"
"09","61903","0000000",,2016,77,"B",93,"92",92,13,"2",93,"92","","8","21","28","37","35","92","20","35","46","16","42","41","14","58","28","0","0","0"
"09","61903","0000000",,2016,77,"B",93,"88",88,13,"1",93,"88","","14","25","39","32","30","88","16","55","30","17","48","35","17","68","15","19","59","22"
"09","61903","0000000",,2016,78,"B",863,"840",838,3,"2",134,"133","2398.2","5","17","23","40","38","133","14","41","46","9","49","42","9","62","29","0","0","0"
"09","61903","0000000",,2016,78,"B",863,"841",837,3,"1",134,"133","2377.3","7","18","25","27","48","133","8","44","47","5","44","51","11","62","28","9","53","38"
"09","61903","0000000",,2016,78,"B",863,"841",837,4,"1",137,"135","2417.6","8","19","27","20","53","135","10","39","52","12","46","43","8","69","23","10","56","34"
"09","61903","0000000",,2016,78,"B",863,"840",838,4,"2",137,"135","2437.3","7","14","21","41","38","135","12","30","59","6","56","39","12","40","48","0","0","0"
"09","61903","0000000",,2016,78,"B",863,"840",838,5,"2",151,"149","2445.1","2","9","11","35","54","149","6","27","67","4","32","64","3","38","59","0","0","0"
"09","61903","0000000",,2016,78,"B",863,"841",837,5,"1",151,"148","2474.7","12","20","32","32","36","148","14","41","45","12","45","43","8","68","24","20","64","17"
"09","61903","0000000",,2016,78,"B",863,"841",837,6,"1",123,"121","2477.5","2","26","28","32","40","121","7","45","47","11","37","52","6","74","20","13","64","23"
"09","61903","0000000",,2016,78,"B",863,"840",838,6,"2",123,"120","2460.3","4","14","18","27","55","120","8","28","64","5","38","58","5","45","50","0","0","0"
"09","61903","0000000",,2016,78,"B",863,"840",838,7,"2",117,"114","2466.7","3","7","10","32","59","114","5","25","70","4","23","73","4","46","50","0","0","0"
"09","61903","0000000",,2016,78,"B",863,"841",837,7,"1",117,"114","2482.6","1","16","17","37","46","114","6","40","54","5","42","53","5","58","37","6","62","32"
"09","61903","0000000",,2016,78,"B",863,"841",837,8,"1",93,"90","2502.0","6","18","23","27","50","90","10","39","51","11","41","48","10","61","29","12","40","48"
"09","61903","0000000",,2016,78,"B",863,"840",838,8,"2",93,"91","2461.6","5","5","11","22","67","91","8","20","73","4","44","52","7","36","57","0","0","0"
"09","61903","0000000",,2016,78,"B",863,"840",838,11,"2",108,"98","2485.2","3","7","10","17","73","96","6","15","79","4","35","60","5","43","52","0","0","0"
"09","61903","0000000",,2016,78,"B",863,"841",837,11,"1",108,"100","2519.5","6","23","29","32","39","96","13","52","35","7","45","48","8","53","39","13","58","29"
