"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"09","61903","6005540",,2016,31,"B",217,"215",215,3,"2",76,"75","2389.3","1","20","21","31","48","75","9","35","56","8","47","45","5","64","31","0","0","0"
"09","61903","6005540",,2016,31,"B",217,"215",215,3,"1",76,"75","2361.2","3","13","16","28","56","75","4","45","51","3","37","60","5","63","32","5","56","39"
"09","61903","6005540",,2016,31,"B",217,"215",215,4,"1",62,"62","2414.7","3","19","23","26","52","62","6","47","47","7","52","41","5","69","26","8","61","31"
"09","61903","6005540",,2016,31,"B",217,"215",215,4,"2",62,"62","2435.1","5","15","19","40","40","62","11","32","56","8","47","45","11","39","50","0","0","0"
"09","61903","6005540",,2016,31,"B",217,"215",215,5,"2",79,"78","2441.3","1","3","4","41","55","78","3","28","69","3","32","65","0","40","60","0","0","0"
"09","61903","6005540",,2016,31,"B",217,"215",215,5,"1",79,"78","2465.4","9","23","32","22","46","78","10","36","54","14","36","50","8","64","28","19","64","17"
"09","61903","6005540",,2016,31,"B",217,"215",215,13,"1",217,"215","","5","19","24","25","51","215","7","42","51","8","41","51","6","65","29","11","60","28"
"09","61903","6005540",,2016,31,"B",217,"215",215,13,"2",217,"215","","2","12","14","37","48","215","7","32","61","6","41","53","5","48","47","0","0","0"
"09","61903","6005540",,2016,74,"B",1,"0",0,3,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,74,"B",1,"0",0,3,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,74,"B",1,"0",0,13,"2",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,74,"B",1,"0",0,13,"1",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,76,"B",1,"1",1,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,76,"B",1,"1",1,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,76,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,76,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,77,"B",6,"6",6,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,77,"B",6,"6",6,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,77,"B",6,"6",6,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,77,"B",6,"6",6,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,77,"B",6,"6",6,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,77,"B",6,"6",6,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,77,"B",6,"6",6,13,"2",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,77,"B",6,"6",6,13,"1",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,78,"B",210,"209",209,3,"2",72,"72","2387.2","0","17","17","38","46","72","8","36","56","7","46","47","4","68","28","0","0","0"
"09","61903","6005540",,2016,78,"B",210,"209",209,3,"1",72,"72","2364.6","1","17","18","28","54","72","4","47","49","3","40","57","6","63","32","6","58","36"
"09","61903","6005540",,2016,78,"B",210,"209",209,4,"1",63,"63","2423.3","6","21","27","25","48","63","8","51","41","8","53","39","6","68","25","10","63","27"
"09","61903","6005540",,2016,78,"B",210,"209",209,4,"2",63,"63","2446.5","10","16","25","40","35","63","14","35","51","10","52","38","17","37","46","0","0","0"
"09","61903","6005540",,2016,78,"B",210,"209",209,5,"2",75,"74","2441.9","1","3","4","41","55","74","4","26","70","1","35","64","0","39","61","0","0","0"
"09","61903","6005540",,2016,78,"B",210,"209",209,5,"1",75,"74","2461.3","7","22","28","24","47","74","7","36","57","11","38","51","5","66","28","18","66","16"
"09","61903","6005540",,2016,78,"B",210,"209",209,13,"1",210,"209","","5","20","24","26","50","209","6","44","49","7","43","50","6","66","29","11","63","26"
"09","61903","6005540",,2016,78,"B",210,"209",209,13,"2",210,"209","","3","11","15","39","46","209","9","32","59","6","44","50","7","48","45","0","0","0"
"09","61903","6005540",,2016,80,"B",70,"68",68,3,"1",32,"32","2430.8","22","28","50","38","13","32","22","53","25","19","59","22","22","69","9","25","56","19"
"09","61903","6005540",,2016,80,"B",70,"68",68,3,"2",32,"32","2442.8","22","38","59","25","16","32","34","47","19","31","47","22","22","66","13","0","0","0"
"09","61903","6005540",,2016,80,"B",70,"68",68,4,"2",19,"17","2461.5","24","18","41","18","41","17","29","29","41","12","53","35","29","35","35","0","0","0"
"09","61903","6005540",,2016,80,"B",70,"68",68,4,"1",19,"17","2469.1","29","18","47","18","35","17","18","47","35","29","35","35","18","71","12","18","65","18"
"09","61903","6005540",,2016,80,"B",70,"68",68,5,"1",19,"19","2560.2","47","42","89","0","11","19","37","53","11","58","32","11","37","58","5","47","42","11"
"09","61903","6005540",,2016,80,"B",70,"68",68,5,"2",19,"19","2541.5","37","26","63","16","21","19","42","32","26","37","37","26","32","58","11","0","0","0"
"09","61903","6005540",,2016,80,"B",70,"68",68,13,"2",70,"68","","26","29","56","21","24","68","35","38","26","28","46","26","26","56","18","0","0","0"
"09","61903","6005540",,2016,80,"B",70,"68",68,13,"1",70,"68","","31","29","60","22","18","68","25","51","24","32","46","22","25","66","9","29","54","16"
"09","61903","6005540",,2016,90,"B",32,"32",32,3,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,90,"B",32,"32",32,3,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,90,"B",32,"32",32,4,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,90,"B",32,"32",32,4,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,90,"B",32,"32",32,5,"1",13,"13","2475.2","23","8","31","15","54","13","23","23","54","23","23","54","15","62","23","8","77","15"
"09","61903","6005540",,2016,90,"B",32,"32",32,5,"2",13,"13","2415.9","0","0","0","31","69","13","8","15","77","0","23","77","0","31","69","0","0","0"
"09","61903","6005540",,2016,90,"B",32,"32",32,13,"2",32,"32","","0","3","3","38","59","32","3","25","72","0","38","63","0","41","59","0","0","0"
"09","61903","6005540",,2016,90,"B",32,"32",32,13,"1",32,"32","","9","9","19","19","63","32","13","47","41","9","28","63","13","56","31","3","72","25"
"09","61903","6005540",,2016,91,"B",130,"129",129,3,"1",41,"40","2384.6","5","28","33","33","35","40","10","50","40","8","55","38","8","73","20","10","58","33"
"09","61903","6005540",,2016,91,"B",130,"129",129,3,"2",41,"40","2406.0","3","28","30","35","35","40","8","43","50","13","50","38","8","73","20","0","0","0"
"09","61903","6005540",,2016,91,"B",130,"129",129,4,"2",37,"37","2432.4","8","11","19","41","41","37","14","27","59","11","46","43","14","35","51","0","0","0"
"09","61903","6005540",,2016,91,"B",130,"129",129,4,"1",37,"37","2412.8","5","19","24","24","51","37","5","43","51","8","51","41","8","62","30","5","62","32"
"09","61903","6005540",,2016,91,"B",130,"129",129,5,"1",52,"52","2460.8","6","21","27","27","46","52","4","40","56","10","37","54","6","62","33","19","65","15"
"09","61903","6005540",,2016,91,"B",130,"129",129,5,"2",52,"52","2448.0","0","4","4","44","52","52","2","31","67","2","38","60","0","38","62","0","0","0"
"09","61903","6005540",,2016,91,"B",130,"129",129,13,"2",130,"129","","3","13","16","40","43","129","7","33","60","8","44","48","6","48","46","0","0","0"
"09","61903","6005540",,2016,91,"B",130,"129",129,13,"1",130,"129","","5","22","28","28","44","129","6","44","50","9","47","45","7","65","28","12","62","26"
"09","61903","6005540",,2016,92,"B",28,"28",28,3,"2",14,"14","2428.3","14","21","36","36","29","14","29","50","21","21","50","29","21","64","14","0","0","0"
"09","61903","6005540",,2016,92,"B",28,"28",28,3,"1",14,"14","2400.6","7","21","29","36","36","14","7","50","43","7","64","29","14","64","21","7","64","29"
"09","61903","6005540",,2016,92,"B",28,"28",28,4,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,92,"B",28,"28",28,4,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,92,"B",28,"28",28,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,92,"B",28,"28",28,5,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,92,"B",28,"28",28,13,"1",28,"28","","11","32","43","21","36","28","7","50","43","11","61","29","11","71","18","21","54","25"
"09","61903","6005540",,2016,92,"B",28,"28",28,13,"2",28,"28","","14","36","50","25","25","28","32","46","21","21","54","25","21","64","14","0","0","0"
"09","61903","6005540",,2016,93,"B",34,"34",34,3,"2",13,"13","2427.5","8","31","38","54","8","13","23","62","15","31","38","31","15","62","23","0","0","0"
"09","61903","6005540",,2016,93,"B",34,"34",34,3,"1",13,"13","2416.5","15","15","31","62","8","13","23","46","31","0","69","31","15","77","8","8","85","8"
"09","61903","6005540",,2016,93,"B",34,"34",34,4,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,93,"B",34,"34",34,4,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,93,"B",34,"34",34,5,"2",11,"11","2506.5","0","45","45","36","18","11","18","55","27","0","73","27","18","73","9","0","0","0"
"09","61903","6005540",,2016,93,"B",34,"34",34,5,"1",11,"11","2542.6","18","64","82","9","9","11","18","64","18","55","36","9","9","91","0","45","55","0"
"09","61903","6005540",,2016,93,"B",34,"34",34,13,"1",34,"34","","24","32","56","32","12","34","24","56","21","29","47","24","18","76","6","21","76","3"
"09","61903","6005540",,2016,93,"B",34,"34",34,13,"2",34,"34","","12","32","44","41","15","34","26","53","21","15","59","26","26","56","18","0","0","0"
"09","61903","6005540",,2016,94,"B",30,"28",28,3,"2",15,"15","2441.5","20","33","53","27","20","15","40","40","20","27","47","27","20","80","0","0","0","0"
"09","61903","6005540",,2016,94,"B",30,"28",28,3,"1",15,"15","2458.3","27","33","60","27","13","15","27","60","13","27","47","27","27","73","0","40","53","7"
"09","61903","6005540",,2016,94,"B",30,"28",28,4,"1",7,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,94,"B",30,"28",28,4,"2",7,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,94,"B",30,"28",28,5,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,94,"B",30,"28",28,5,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,94,"B",30,"28",28,13,"1",30,"28","","43","32","75","18","7","28","39","54","7","46","39","14","29","71","0","50","46","4"
"09","61903","6005540",,2016,94,"B",30,"28",28,13,"2",30,"28","","46","21","68","18","14","28","57","29","14","39","39","21","39","57","4","0","0","0"
"09","61903","6005540",,2016,99,"B",245,"241",241,3,"1",98,"97","2391.2","9","22","31","33","36","97","11","48","40","8","51","41","11","66","23","13","56","31"
"09","61903","6005540",,2016,99,"B",245,"241",241,3,"2",98,"97","2409.5","7","25","32","34","34","97","18","41","41","18","45","37","11","69","20","0","0","0"
"09","61903","6005540",,2016,99,"B",245,"241",241,4,"2",71,"69","2447.9","13","16","29","32","39","69","19","36","45","9","51","41","19","35","46","0","0","0"
"09","61903","6005540",,2016,99,"B",245,"241",241,4,"1",71,"69","2444.6","14","20","35","28","38","69","12","57","32","18","50","32","9","74","17","13","61","26"
"09","61903","6005540",,2016,99,"B",245,"241",241,5,"1",76,"75","2493.2","17","32","49","16","35","75","15","41","44","25","41","33","15","64","21","29","56","15"
"09","61903","6005540",,2016,99,"B",245,"241",241,5,"2",76,"75","2466.8","11","7","17","39","44","75","13","27","60","11","35","55","7","44","49","0","0","0"
"09","61903","6005540",,2016,99,"B",245,"241",241,13,"2",245,"241","","10","17","27","35","39","241","17","35","48","13","44","44","12","51","37","0","0","0"
"09","61903","6005540",,2016,99,"B",245,"241",241,13,"1",245,"241","","13","24","38","26","36","241","12","49","39","16","48","36","12","68","21","18","57","24"
"09","61903","6005540",,2016,111,"B",76,"74",74,3,"2",34,"34","2440.5","18","32","50","41","9","34","32","53","15","32","44","24","21","74","6","0","0","0"
"09","61903","6005540",,2016,111,"B",76,"74",74,3,"1",34,"34","2442.6","21","38","59","35","6","34","26","53","21","18","68","15","24","68","9","26","62","12"
"09","61903","6005540",,2016,111,"B",76,"74",74,4,"1",23,"21","2498.3","38","24","62","19","19","21","24","62","14","38","38","24","19","71","10","24","71","5"
"09","61903","6005540",,2016,111,"B",76,"74",74,4,"2",23,"21","2505.4","38","29","67","14","19","21","48","33","19","19","67","14","52","29","19","0","0","0"
"09","61903","6005540",,2016,111,"B",76,"74",74,5,"2",19,"19","2550.4","37","32","68","16","16","19","53","26","21","32","53","16","32","63","5","0","0","0"
"09","61903","6005540",,2016,111,"B",76,"74",74,5,"1",19,"19","2557.2","42","42","84","5","11","19","26","58","16","58","32","11","26","68","5","53","37","11"
"09","61903","6005540",,2016,111,"B",76,"74",74,13,"1",76,"74","","31","35","66","23","11","74","26","57","18","34","50","16","23","69","8","32","58","9"
"09","61903","6005540",,2016,111,"B",76,"74",74,13,"2",76,"74","","28","31","59","27","14","74","42","41","18","28","53","19","32","58","9","0","0","0"
"09","61903","6005540",,2016,120,"B",1,"1",1,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,120,"B",1,"1",1,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,120,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,120,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,121,"B",39,"38",38,3,"2",17,"17","2360.5","0","18","18","12","71","17","12","12","76","6","35","59","0","53","47","0","0","0"
"09","61903","6005540",,2016,121,"B",39,"38",38,3,"1",17,"17","2314.8","0","6","6","12","82","17","0","24","76","0","18","82","0","35","65","6","29","65"
"09","61903","6005540",,2016,121,"B",39,"38",38,4,"1",15,"15","2426.1","7","20","27","27","47","15","7","53","40","7","50","43","0","87","13","13","60","27"
"09","61903","6005540",,2016,121,"B",39,"38",38,4,"2",15,"15","2436.2","7","7","13","40","47","15","7","40","53","7","40","53","7","40","53","0","0","0"
"09","61903","6005540",,2016,121,"B",39,"38",38,5,"2",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,121,"B",39,"38",38,5,"1",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,121,"B",39,"38",38,13,"1",39,"38","","3","13","16","18","66","38","3","34","63","5","32","62","0","61","39","11","42","47"
"09","61903","6005540",,2016,121,"B",39,"38",38,13,"2",39,"38","","3","11","13","26","61","38","8","21","71","5","34","61","3","47","50","0","0","0"
"09","61903","6005540",,2016,128,"B",48,"48",48,3,"2",12,"12","2371.3","0","17","17","33","50","12","8","33","58","0","50","50","0","50","50","0","0","0"
"09","61903","6005540",,2016,128,"B",48,"48",48,3,"1",12,"12","2349.3","0","17","17","8","75","12","8","42","50","0","17","83","8","50","42","0","75","25"
"09","61903","6005540",,2016,128,"B",48,"48",48,4,"1",14,"14","2392.9","0","21","21","7","71","14","7","21","71","0","43","57","7","50","43","7","79","14"
"09","61903","6005540",,2016,128,"B",48,"48",48,4,"2",14,"14","2477.5","14","29","43","43","14","14","29","14","57","21","57","21","36","43","21","0","0","0"
"09","61903","6005540",,2016,128,"B",48,"48",48,5,"2",22,"22","2448.4","0","14","14","27","59","22","9","32","59","0","41","59","5","45","50","0","0","0"
"09","61903","6005540",,2016,128,"B",48,"48",48,5,"1",22,"22","2449.8","9","9","18","27","55","22","9","36","55","14","14","73","0","68","32","14","68","18"
"09","61903","6005540",,2016,128,"B",48,"48",48,13,"1",48,"48","","4","15","19","17","65","48","8","33","58","6","23","71","4","58","38","8","73","19"
"09","61903","6005540",,2016,128,"B",48,"48",48,13,"2",48,"48","","4","19","23","33","44","48","15","27","58","6","48","46","13","46","42","0","0","0"
"09","61903","6005540",,2016,142,"B",168,"168",168,3,"2",66,"66","2387.6","3","17","20","32","48","66","11","32","58","12","41","47","5","67","29","0","0","0"
"09","61903","6005540",,2016,142,"B",168,"168",168,3,"1",66,"66","2362.2","5","12","17","24","59","66","6","42","52","5","35","61","8","56","36","8","53","39"
"09","61903","6005540",,2016,142,"B",168,"168",168,4,"2",51,"51","2441.1","8","14","22","41","37","51","14","29","57","8","49","43","16","35","49","0","0","0"
"09","61903","6005540",,2016,142,"B",168,"168",168,4,"1",51,"51","2412.8","4","18","22","25","53","51","8","47","45","8","47","45","6","65","29","8","65","27"
"09","61903","6005540",,2016,142,"B",168,"168",168,5,"2",51,"51","2426.5","0","0","0","31","69","51","0","24","76","0","25","75","0","31","69","0","0","0"
"09","61903","6005540",,2016,142,"B",168,"168",168,5,"1",51,"51","2439.5","0","18","18","22","61","51","0","35","65","4","33","63","0","59","41","8","69","24"
"09","61903","6005540",,2016,142,"B",168,"168",168,13,"1",168,"168","","3","15","18","24","58","168","5","42","54","5","38","57","5","60","36","8","61","31"
"09","61903","6005540",,2016,142,"B",168,"168",168,13,"2",168,"168","","4","11","14","35","51","168","8","29","63","7","39","54","7","46","47","0","0","0"
"09","61903","6005540",,2016,144,"B",5,"5",5,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,144,"B",5,"5",5,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,144,"B",5,"5",5,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,144,"B",5,"5",5,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,144,"B",5,"5",5,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,144,"B",5,"5",5,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,144,"B",5,"5",5,13,"2",5,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,144,"B",5,"5",5,13,"1",5,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,160,"B",170,"169",169,3,"2",66,"66","2387.6","3","17","20","32","48","66","11","32","58","12","41","47","5","67","29","0","0","0"
"09","61903","6005540",,2016,160,"B",170,"169",169,3,"1",66,"66","2362.2","5","12","17","24","59","66","6","42","52","5","35","61","8","56","36","8","53","39"
"09","61903","6005540",,2016,160,"B",170,"169",169,4,"1",52,"52","2413.5","4","17","21","27","52","52","8","48","44","8","47","45","6","63","31","8","65","27"
"09","61903","6005540",,2016,160,"B",170,"169",169,4,"2",52,"52","2439.3","8","13","21","40","38","52","13","29","58","8","48","44","15","35","50","0","0","0"
"09","61903","6005540",,2016,160,"B",170,"169",169,5,"2",52,"51","2426.5","0","0","0","31","69","51","0","24","76","0","25","75","0","31","69","0","0","0"
"09","61903","6005540",,2016,160,"B",170,"169",169,5,"1",52,"51","2439.5","0","18","18","22","61","51","0","35","65","4","33","63","0","59","41","8","69","24"
"09","61903","6005540",,2016,160,"B",170,"169",169,13,"1",170,"169","","3","15","18","24","57","169","5","42","53","5","38","57","5","59","36","8","62","31"
"09","61903","6005540",,2016,160,"B",170,"169",169,13,"2",170,"169","","4","11","14","34","51","169","8","28","63","7","38","54","7","46","47","0","0","0"
"09","61903","6005540",,2016,180,"B",103,"100",100,3,"2",44,"43","2432.5","12","35","47","37","16","43","26","53","21","21","53","26","19","67","14","0","0","0"
"09","61903","6005540",,2016,180,"B",103,"100",100,3,"1",44,"43","2423.9","14","35","49","40","12","43","19","56","26","12","65","23","16","77","7","19","65","16"
"09","61903","6005540",,2016,180,"B",103,"100",100,4,"1",29,"27","2472.3","30","19","48","19","33","27","19","48","33","30","44","26","15","78","7","19","59","22"
"09","61903","6005540",,2016,180,"B",103,"100",100,4,"2",29,"27","2471.9","22","26","48","19","33","27","33","33","33","15","56","30","33","33","33","0","0","0"
"09","61903","6005540",,2016,180,"B",103,"100",100,5,"2",30,"30","2516.3","23","23","47","27","27","30","37","33","30","23","40","37","20","57","23","0","0","0"
"09","61903","6005540",,2016,180,"B",103,"100",100,5,"1",30,"30","2535.5","37","37","73","10","17","30","30","47","23","50","33","17","23","73","3","43","47","10"
"09","61903","6005540",,2016,180,"B",103,"100",100,13,"1",103,"100","","25","31","56","25","19","100","22","51","27","28","50","22","18","76","6","26","58","16"
"09","61903","6005540",,2016,180,"B",103,"100",100,13,"2",103,"100","","18","29","47","29","24","100","31","42","27","20","50","30","23","55","22","0","0","0"
"09","61903","6005540",,2016,200,"B",1,"0",0,3,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,200,"B",1,"0",0,3,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,200,"B",1,"0",0,13,"2",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,200,"B",1,"0",0,13,"1",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,202,"B",1,"1",1,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,202,"B",1,"1",1,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,202,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,202,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,203,"B",4,"4",4,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,203,"B",4,"4",4,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,203,"B",4,"4",4,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,203,"B",4,"4",4,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,203,"B",4,"4",4,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,203,"B",4,"4",4,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,203,"B",4,"4",4,13,"2",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,203,"B",4,"4",4,13,"1",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,204,"B",192,"191",191,3,"2",65,"65","2385.7","0","18","18","32","49","65","9","34","57","8","45","48","5","65","31","0","0","0"
"09","61903","6005540",,2016,204,"B",192,"191",191,3,"1",65,"65","2359.9","2","14","15","26","58","65","3","46","51","3","34","63","5","63","32","6","55","38"
"09","61903","6005540",,2016,204,"B",192,"191",191,4,"1",55,"55","2415.0","4","18","22","27","51","55","5","49","45","7","52","41","5","67","27","9","62","29"
"09","61903","6005540",,2016,204,"B",192,"191",191,4,"2",55,"55","2440.3","5","15","20","44","36","55","11","35","55","9","49","42","13","38","49","0","0","0"
"09","61903","6005540",,2016,204,"B",192,"191",191,5,"2",72,"71","2441.4","1","1","3","42","55","71","3","27","70","1","34","65","0","38","62","0","0","0"
"09","61903","6005540",,2016,204,"B",192,"191",191,5,"1",72,"71","2463.3","7","23","30","24","46","71","7","38","55","11","38","51","6","66","28","18","68","14"
"09","61903","6005540",,2016,204,"B",192,"191",191,13,"1",192,"191","","4","18","23","26","52","191","5","44","51","7","41","52","5","65","29","12","62","27"
"09","61903","6005540",,2016,204,"B",192,"191",191,13,"2",192,"191","","2","11","13","39","48","191","7","31","61","6","42","52","5","47","48","0","0","0"
"09","61903","6005540",,2016,206,"B",19,"19",19,3,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,206,"B",19,"19",19,3,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,206,"B",19,"19",19,4,"2",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,206,"B",19,"19",19,4,"1",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,206,"B",19,"19",19,5,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,206,"B",19,"19",19,5,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005540",,2016,206,"B",19,"19",19,13,"2",19,"19","","5","21","26","16","58","19","5","32","63","11","42","47","5","47","47","0","0","0"
